Sentence Number;Text;Label
894;Il Tavolo – presieduto dal DG Famiglia SSV ‐ risulta composto dai rappresentanti delle 15 ASL – Dipartimenti delle Dipendenze , da due funzionare regionali ‐e da un rappresentante di Eupolis , organismo al cui interno sono stati collocati tutti gli Osservatori Regionali , tra cui l’ Osservatorio Regionale Dipendenze ( OReD );0
895;Il TTRO avrà anche il mandato di individuare gli appositi “ tracciati record ” per poter adempiere , anche dal punto di vista informatico , alla predisposizione di un rapporto informativo;0
896;La collaborazione con l’ Osservatorio Nazionale del Dipartimento per le Politiche Antidroga;0
897;AZIONE4;0
898;Art 4 c 1 i );0
899;della Presidenza del Consiglio dei Ministri – già in atto – consentirà un proficuo scambio di informazioni , anche al fine di una valutazione e di una comparazione dell’ andamento del fenomeno su scala nazionale;0
900;INFORMARE SUL RISCHIO DI DIPENDENZA DA GAP La legge regionale prevede , nello specifico , di attuare opera di informazione sia sulla popolazione generale , sia su specifici settori quali , ad esempio , gli esercenti , gli operatori sociali , sociosanitari e sanitari , la polizia locale , le associazioni di consumatori , ecc  2;0
901;Bollettino Ufficiale;0
902;– 9 – Serie Ordinaria n  6 - Venerdì 07 febbraio 2014;0
903;In generale diviene evidente come dovranno essere utilizzati “ formati ” diversi a seconda del settore di popolazione individuato , così come la comunicazione dovrà basarsi in larga misura sulla “ persuasione morale ” , oltre che su contenuti oggettivi e corretti , anche ( ma non esclusivamente ) dal punto di vista scientifico;0
904;Il primo passaggio relativo alle attività di informazione avverrà nel Gruppo di Lavoro regionale , al cui interno sono previsti anche i rappresentanti d’ impresa , di associazioni che già operano per il contrasto al GAP , dell’ ANCI , ecc  , in modo da definire modalità di contatto e contenuti , che dovranno essere trasmessi in modo semplice , alla portata di tutti;0
905;Il supporto operativo verrà garantito anche tramite le ASL : la già citata dgr 856/ 2013 e la relativa circolare 1/2014 prevede l’ attuazione di : 1   interventi di sensibilizzazione rivolti alla generalità della popolazione AZIONE 5;0
906;Art 4 c 1 e );0
907;2   attività informative rivolte a target selezionati relative ai trattamenti di cura esistenti 3   attività formative / informative rivolte a esercenti , associazioni di consumatori e utenti , polizia locale , sportelli welfare , operatori dei servizi;0
908;Le ASL , recepite le indicazioni regionali , collaboreranno con la rete locale e avranno il contributo degli Enti locali , Enti e associazioni , sia per la raccolta di materiale informativo già esistente , sia per definire le modalità di distribuzione;0
909;Per quanto riguarda , in particolare , gli operatori sociali , sociosanitari e sanitari la DG FSSV , in collaborazione con la DG Presidenza – Comunicazione e la DG IFL valuteranno il materiale più idoneo ad una distribuzione diffusa e di base;0
910;Entro il mese di Febbraio verrà approvato , da parte della DG Famiglia SSV , il calendario delle attività da sviluppare a livello regionale e delle specifiche attività da realizzare a livello territoriale;0
911;Particolare attenzione verrà data alla valorizzazione del ruolo dei Medici di Medicina generale e dei pediatri di libera scelta , anche attraverso specifiche modalità di coinvolgimento e formazione;0
912;Per quanto attiene il dettato della l r;0
913;8/ 2013 che prevede misure per la autoregolamentazione degli spazi pubblicitari tramite accordo con gli Enti del trasporto pubblico locale e regionale , si prevederà di poter ottenere spazi pubblicitari a costo;0
914;AZIONE 6;0
915;Art 4 c 9;0
916;calmierato in cui utilizzare il materiale informativo regionale;0
917;Le DG coinvolte in questa azione sono la DG Infrastrutture e la DG Commercio TT;0
918;Compito delle ASL – anche tramite i Dipartimenti delle Dipendenze – sarà la realizzazione e la 3;0
919;Bollettino Ufficiale;0
920;Serie Ordinaria n  6 - Venerdì 07 febbraio 2014;0
921;AZIONE 7;0
922;Art 4 c 3;0
923;distribuzione di materiale informativo sui rischi correlati al GAP e sulle possibilità di cura , da utilizzare nell’ ambito sociosanitario , offrendo anche informazioni sui servizi di assistenza specialistica presenti sul territorio che saranno diffuse anche tramite il call center regionale 800 318 318 citato nella successiva azione 11;0
924;Per quanto attiene l’ informazione e la divulgazione agli esercenti che già hanno slot;0
925;AZIONE 8 Art 9 c 1;0
926;machines , ma anche di altre categorie di commercianti , diviene fondamentale il rapporto collaborativo con le associazioni di categoria ( anche in considerazione dell’ evidente conflitto di interessi ) in moda da definire un Patto / Programma di collaborazione in tal senso ( DG Commercio TT ) , da attuare nella seconda parte dell’ anno;0
927;Un primo documento informativo dedicato alle Polizie Locali è già stato predisposto dalla DG Sicurezza PI e verrà successivamente integrato con le altre previsioni normative già definite o;0
928;AZIONE 9 Art 4 c 1 e );0
929;in via di definizione(“Determinazione della distanza dai luoghi sensibili per la nuova collocazione di apparecchi per il gioco d’ azzardo lecito ” – “ Regolamento per l’ accesso alle aree dedicate all’ installazione di apparecchi per il gioco d’ azzardo lecito , e ai locali destinati a sale da gioco d’ azzardo lecito ” , ecc  );0
930;Non ultimo , va ricordata l’ importanza di voler predisporre un marchio regionale “ NO SLOT ”;0
931;AZIONE10;0
932;Art 4 c 2;0
933;Poter attuare campagne informative connotate da un identico logo regionale conferisce identità e forza agli interventi informativi / preventivi;0
934;Lo stesso marchio verrà utilizzato per rappresentare i gestori di locali che decidessero di rinunciare alle slot machines e , comunque , per ogni iniziativa regionale di contrasto al Gioco d’ Azzardo Patologico;0
935;Per un maggiore impatto delle azioni di contrasto si sta valutando la possibilità di definire un codice etico di autoregolamentazione per gli esercenti che hanno già i dispositivi per il gioco d’ azzardo nei loro locali;0
936;Relativamente alla definizione del marchio “ NO SLOT ” , la previsione attuale è quella di attivare un concorso aperto a tutti;0
937;Si otterrebbe , in tal modo , una più ampia attenzione al tema in grado di ampliare la diffusione di messaggi e la conoscenza delle azioni attivate , con il relativo ritorno positivo sia in termini di comunicazione che di immagine regionale;0
938;Le DG interessate in questa azione sono la DG Presidenza – Comunicazione , la DG Territorio UD e la DG Istruzione FL;0
939;SOSTENERE LE PERSONE CON UN PROBLEMA DI GAP E LE LORO FAMIGLIE 4;0
940;Bollettino Ufficiale;0
941;– 11 – Serie Ordinaria n  6 - Venerdì 07 febbraio 2014;0
942;FACILITARE L’ ACCESSO AI SERVIZI Per facilitare l’ accesso ai servizi di cura verrà utilizzato anche il numero verde del call center AZIONE11;0
943;Art 4 c 1 d );0
944;regionale 800 318 318;0
945;Obbiettivo del call center non sarà tanto quello di offrire un intervento specialistico ( che , peraltro , viene già offerto da alcune associazioni per via telefonica / online ) , quanto di indirizzare ai servizi / associazioni esistenti sul territorio , dove potrà avvenire il contatto diretto ed una eventuale presa in carico;0
946;La DG Presidenza – Comunicazione e la DG Famiglia SSV collaboreranno , secondo competenza , per l’ attivazione del servizio , anche tramite un censimento di tutti i servizi e delle associazioni che si occupano di una presa in carico diretta dei soggetti con dipendenza da GAP e dei loro famigliari;0
947;PRENDERE IN CARICO LA PERSONA E LA FAMIGLIA I Dipartimenti delle Dipendenze delle 15 ASL lombarde hanno al loro interno servizi ambulatoriali ( SerT e SMI ) con unità operative dedicate , in cui avviene una presa in carico complessiva e professionale sia del paziente che dei suoi famigliari;0
948;La presa in carico prevede una prima valutazione del bisogno , una diagnosi , un Piano di intervento individualizzato , l’ attuazione del medesimo e una serie di azioni che conducano ( ove possibile ) ad un recupero completo;0
949;Questo mandato istituzionale è stato facilitato dalla misura 5 “ Presa in carico ambulatoriale delle persone affette da gioco d’ azzardo patologico ” della circolare attuativa della dgr 856/ 2013 che prevede l’ erogazione di un voucher utilizzabile nei servizi ambulatoriali accreditati;0
950;AZIONE12 Art 6 c 2;0
951;per le Dipendenze;0
952;L’ attività svolta verrà attentamente monitorata tramite un sistema di monitoraggio dei voucher erogati e della tipologia degli interventi specialistici erogati , allo scopo di una maggiore conoscenza dell’ esistente e di una più mirata programmazione regionale;0
953;SUPPORTO ALLA PERSONA In regione Lombardia sono numerose le associazioni di volontariato / auto mutuo aiuto che si occupano di GAP;0
954;Alcune di queste offrono , oltre ad un supporto ed un sostegno , una vera e propria presa in carico;0
955;La dgr 3239/ 2012 ( DG FSSV ) in previsione di una possibile riorganizzazione / innovazione dell’ intervento di contrasto alle dipendenze , ha previsto dei progetti sperimentali;0
956;Nell’ area “ Nuove forme di abuso ” la maggioranza dei progetti presentati ( e approvati ) era dedicata al GAP , con un finanziamento di oltre 900 000 € per 13 progetti regionali;0
957;Le sperimentazioni citate termineranno il 31;0
958;Gennaio 2014 e verrà valutata la possibilità di 5;0
959;Bollettino Ufficiale;0
960;Serie Ordinaria n  6 - Venerdì 07 febbraio 2014;0
961;messa a sistema , anche alla luce di specifici indicatori orientati alla verifica di qualità e di innovazione OFFRIRE UNA FORMAZIONE ADEGUATA A OPERATORI DEI SERVIZI E ESERCENTI La legge regionale prevede corsi di formazione obbligatoria per i gestori dei locali dove sono AZIONE13;0
962;Art 9 c 1;0
963;installate le apparecchiature per il gioco d’ azzardo;0
964;Al fine di rendere più agevole la partecipazione ai suddetti corsi , diviene indispensabile un raccordo tra le Direzioni Generali interessate e le associazioni di categoria per cercare soluzioni che non penalizzino eccessivamente ‐ in termini orari o di costi – i gestori;0
965;Deve essere anche considerata una articolazione tale da poter soddisfare l’ elevato numero di gestori presente in regione Lombardia;0
966;In linea preliminare andranno studiate soluzioni diverse , ad esempio potrebbero essere proposti corsi differenziati per i nuovi gestori rispetto a quelli già abilitati all’ esercizio , piuttosto che l’ inserimento di un “ modulo GAP ” nella formazione obbligatori dei nuovi gestori;0
967;Le DG interessate sono la DG Istruzione FL , la DG Commercio TT , con la collaborazione della DG Famiglia SSV e di Eupolis;0
968;Si ricorda che la misura 5 già citata ( circolare n  1 / 2014 ) prevede espressamente attività formative / informative rivolte ad esercenti associazioni di consumatori e utenti , polizia locale , sportelli Welfare , operatori sociali , sociosanitari e sanitari;0
969;FAVORIRE I GESTORI CHE NON DETENGONO APPARECCHI PER IL GIOCO D’ AZZARDO L’ art 4 , c 5 della legge regionale prevede una riduzione dell’ aliquota IRAP ( ridotta allo 0,92 per cento ) per gli esercizi che provvedono volontariamente alla completa disinstallazione degli apparecchi da gioco;0
970;AZIONE14 Art 4 c 5;0
971;In tale direttrice si colloca la specifica proposta di delibera di giunta “ Modalità applicative per la fruizione dell’ agevolazione fiscale prevista dell’ art  4 comma 8 della l r;0
972;21 ottobre 2013 , n  8 ( “ Norme per la prevenzione e il trattamento del gioco d’ azzardo patologico ” );0
973;Regime d’ aiuto prescelto;0
974;Comunicazione relativa alla compilazione della dichiarazione IRAP ” già predisposta da parte della DG Gestione e Programmazione finanziaria;0
975;FAVORIRE I CONTROLLI E REGOLAMENTARE L’ ACCESSO La legge regionale prevede;0
976;AZIONE15 Art 4 c 10 Art 6 c 3;0
977;1   un regolamento per l’ accesso alle aree dedicate all’ installazione degli apparecchi per il gioco d’ azzardo e ai locali destinati a sala gioco d’ azzardo 2   il controllo igienico sanitario delle strutture in cui sono installate apparecchiature per 6;0
978;Bollettino Ufficiale;0
979;– 13 – Serie Ordinaria n  6 - Venerdì 07 febbraio 2014;0
980;il gioco d’ azzardo;0
981;La DG Commercio TT fornirà specifiche direttive , così come La DG Salute le fornirà alle ASL – Dipartimenti di Prevenzione medica , in coerenza con le linee di indirizzo regionali per le attività di vigilanza e controllo;0
982;La dgr 1274/14 ( DG Territorio UD ) ha già definito le distanze minime tra luoghi sensibili AZIONE16;0
983;Art 5 c 1e2;0
984;( scuole , luoghi di aggregazione giovanile , impianti sportivi , ecc  ) e locali dotati di apparecchiature per il gioco d’ azzardo , con le relative disposizioni applicative;0
985;Bollettino Ufficiale;0
986;Serie Ordinaria n  2 - Martedì 10 gennaio 2012;0
987;D G  Ambiente , energia e reti D d u o   22 dicembre 2011 - n  12764 Progetto di una nuova fonderia in sostituzione di quella esistente , nell’ insediamento produttivo sito in Comune di Delebio ( SO ) , via Stelvio 5   Committente : Carcano Antonio s p a  , sede legale via A  Carcano 10 – 23826 Mandello del Lario ( LC )   Verifica ai sensi dell’ art  20 del d lgs   152 del 3 aprile 2006   Fasc   n  13012/11 IL DIRIGENTE DELLA U O  PREVENZIONE INQUINAMENTO ATMOSFERICO OMISSIS DECRETA 1   Di escludere dalla procedura di Valutazione di Impatto Ambientale , ai sensi dell’ art  20 del d lgs   3 aprile 2006 n 152 , il progetto di potenziamento dell’ insediamento produttivo sito in comune di Delebio ( SO ) , Via Stelvio 5 , presentato dalla ditta Carcano Antonio SpA , con le prescrizioni e raccomandazioni di seguito riportate : – la ditta provvederà ad effettuare le necessarie misurazioni fonometriche all’ entrata in esercizio dei nuovi impianti , e , nel caso ciò causasse superamenti dei limiti normativi , in particolare presso recettori sensibili , a eseguire opportuni interventi di insonorizzazione;0
988;– dovrà essere realizzata una quinta alberata sul lato della attuale SS38 al fine di mitigare le grosse volumetrie dell’ attività produttiva;0
989;– si raccomanda inoltre di realizzare la fascia arboreo - arbustiva , proposta nel progetto , lungo il confine ovest , in direzione della fascia di connessione fra versanti nell’ ambito della rete ecologica;0
990;– relativamente all’ inserimento paesaggistico , il dettaglio delle soluzioni architettoniche e dei rivestimenti delle strutture , e delle mitigazioni ( fra cui le alberature di mascheramento ) dovrà essere concordato con gli uffici comunali in sede di richiesta del permesso di costruire o di presentazione della denuncia di inizio attività;0
991;– si raccomanda di adottare piani di ispezione e manutenzione degli impianti , e di monitoraggio delle emissioni : nell’ ambito dell’ istruttoria AIA sarà comunque valutato questo aspetto nella redazione del piano di monitoraggio analitico e di manutenzione;0
992;specificatamente , per le emissioni in atmosfera , all’ interno della valutazione del Piano di Monitoraggio si raccomanda di prevedere misure di monitoraggio della qualità dell’ aria ambiente in particolare presso recettori sensibili , ad esempio quelli posti oltre la statale 38 , attraverso rilievi ante e post avvio dei nuovi impianti;0
993;– dovranno essere adottate opportune misure gestionali per la fase di cantierizzazione ( fra cui stoccaggio in silos o copertura dei materiali polverulenti , bagnatura delle aree di cantiere e delle piste di accesso , lavatura delle ruote dei mezzi in uscita , definizione del layout di cantiere in base alla distanza da recettori ) , al fine di minimizzare eventuali impatti di carattere acustico , atmosferico , in particolare relativamente a emissioni polverulente , o interferenze con acque superficiali e sotterranee;0
994;– in merito al traffico , si raccomanda di pianificare la logistica ottimizzando carichi e percorsi dei veicoli di trasporto pesanti , al fine di minimizzare le interferenze con la viabilità locale   2   La Provincia di Sondrio , in qualità di Autorità competente all’ autorizzazione del progetto , è tenuta a vigilare sul rispetto delle prescrizioni di cui al precedente punto 1 , e a segnalare tempestivamente alla Struttura VIA eventuali inadempimenti , ai sensi e per gli effetti dell’ art  29 del d lgs   152/06;0
995;4   Di provvedere alla trasmissione del presente decreto ai seguenti soggetti : −− Ditta Carcano Antonio s p a;0
996;−− Comune di Delebio ( SO );0
997;−− Provincia di Sondrio;0
998;−− Comunità Montana Valtellina di Morbegno;0
999;−− Parco Orobie Valtellinesi;0
1000;−− Riserva Naturale Pian di Spagna Lago di Mezzola;0
1001;−− Arpa dipartimento di Sondrio;0
1002;5   di provvedere alla pubblicazione sul B U R L  della sola parte dispositiva del presente decreto;0
1003;6   di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www cartografia regione lombardia it/silvia/  Il direttore generale Franco Picco Avverso il presente provvedimento potrà essere presentato ricorso giurisdizionale al Tribunale Amministrativo Regionale , entro 60 giorni dalla data di comunicazione dello stesso , ovvero ricorso straordinario al Presidente della Repubblica entro 120 giorni dalla richiamata data di comunicazione;0
1004;Bollettino Ufficiale;0
1005;Serie Ordinaria n  5 - Venerdì 01 febbraio 2013;0
1006;D G  Sistemi verdi e paesaggio D d u o;0
1007;29 gennaio 2013 - n  532 Integrazione alla composizione del tavolo delle aree regionali protette ( l r;0
1008;86/1983 , art  6 , commi 3 e 4 ) IL DIRIGENTE DELL’ UNITÀ ORGANIZZATIVA PARCHI E RETE NATURA 2020 Vista la legge regionale 30 novembre 1983 , n  86 « Piano generale delle aree regionali protette;0
1009;Norme per l’ istituzione e la gestione delle riserve , dei parchi e dei monumenti naturali nonché delle aree di particolare rilevanza naturale e ambientale » e , in particolare , l’ articolo 6 , come introdotto dall’ articolo 6 , comma 1 , lettera c ) , della legge regionale 4 agosto 2011 , n  12 , che al comma 3 : −− istituisce , senza oneri a carico della finanza regionale , nell’ ambito degli organismi di partecipazione , il Tavolo delle aree regionali protette , quale strumento permanente di confronto con le associazioni agricole , ambientaliste , piscatorie , venatorie e degli enti locali , sulle politiche regionali in materia;0
1010;−− attribuisce alla Giunta regionale la definizione , con propria deliberazione , della composizione e del funzionamento del Tavolo;0
1011;Richiamati : −− la deliberazione della Giunta regionale 6 agosto 2012 , n  3896 che , in attuazione dell’ articolo 6 , comma 3 , della legge regionale 86/1983 , individua le associazioni da coinvolgere al Tavolo regionale delle aree protette , definisce le modalità di designazione dei rappresentanti delle predette associazioni ed i compiti del Tavolo e prevede , altresì , la possibilità di allargamento del Tavolo ai soggetti che ne facciano richiesta;0
1012;−− il proprio precedente decreto del 10 dicembre 2012 , n  11638 , con il quale è stata definita la composizione del Tavolo , sulla base delle designazioni pervenute dalle associazioni e si è stabilita la possibilità di successive integrazioni , al fine di ricomprendere nel Tavolo le associazioni , individuate dalla d g r;0
1013;3896/2012 che non avevano comunicato il loro referente;0
1014;Vista la nota di ANCI Lombardia del 3 gennaio 2013 , con la quale l’ associazione designa i propri rappresentanti al Tavolo regionale delle aree protette;0
1015;Visti la l r   n  20 del 7 luglio 2008 e i provvedimenti organizzativi della IX legislatura;0
1016;DECRETA 1   di integrare la composizione del Tavolo regionale delle aree protette , come stabilita con precedente decreto 10 dicembre 2012 , n  11638 , mediante l’ inserimento dei rappresentanti di ANCI Lombardia;0
1017;2   di stabilire , pertanto , che il Tavolo regionale è costituito dall’ Assessore regionale e dal Direttore generale ai Sistemi verdi e paesaggio , dal Dirigente dell’ Unità organizzativa Parchi e Rete Natura 2020 , nonché dai seguenti rappresentanti , effettivi e supplenti , delle rispettive associazioni di appartenenza : ASSOCIAZIONE Confagricoltura Coldiretti Cia Copagri Legambiente Lombardia WWF Lombardia Italia Nostra Fondo per l’ Ambiente Italiano ( FAI ) Club Alpino Italiano ( CAI );0
1018;ASSOCIAZIONE Touring Club Italiano Federazione Italiana Pesca Sportiva e Attività Subacquee ( FIPSAS ) Arci Pesca Fisa ( Federazione Italiana Sport e Ambiente ) Unione Pesca Sportiva Provincia di Sondrio Associazione Nazionale Libera Caccia ( ANLC ) Enalcaccia Arcicaccia Federazione Italiana della Caccia ( FIDC ) Associazione Migratoristi Italiani ( ANUU ) Italcaccia Ente Produttori Selvaggina ( EPS ) Anci Lombardia Aiccre Acli - anni verdi - ambiente;0
1019;3   di dare atto che i compiti e le modalità di funzionamento del Tavolo regionale delle aree protette sono disciplinati dagli articoli 3 e 4 dell’ allegato alla d g r;0
1020;3896/2012;0
1021;4   di stabilire che il presente decreto potrà essere ulteriormente integrato , in caso di designazione di propri rappresentanti da parte delle associazioni individuate dalla d g r;0
1022;3896/2012 che , alla data odierna , non hanno comunicato il loro referente , nonché in caso di richiesta di altre associazioni;0
1023;5   di disporre la pubblicazione del presente decreto sul Bollettino Ufficiale della Regione Lombardia;0
1024;Bollettino Ufficiale;0
1025;– 3 – Serie Ordinaria n  4 - Giovedì 24 gennaio 2013;0
1026;D ) ATTI DIRIGENZIALI Giunta regionale;0
1027;D G  Sistemi verdi e paesaggio D d s;0
1028;21 gennaio 2013 - n  243 Riconoscimento della tartufaia controllata e concessione per la raccolta riservata di tartufi al Consorzio agro - silvo - pastorale Reganzo , con sede in località Chiesa di Bognassi n  1 , comune di Varzi - PV ( art  124 della l r;0
1029;31/2008 ) IL DIRIGENTE DELLA STRUTTURA FORESTE Richiamata la legge 16 dicembre 1985 , n  752 « Normativa quadro in materia di raccolta , coltivazione e commercio dei tartufi freschi e conservati destinati al consumo » che , tra l’ altro , all’ art  3 , dispone :;0
1030;• al comma 1 , che la raccolta dei tartufi è libera nei boschi e nei terreni non coltivati;0
1031;• al comma 4 , che le regioni , su richiesta di coloro che ne;0
1032;hanno titolo , rilasciano le attestazioni di riconoscimento delle tartufaie controllate o coltivate;0
1033;Visto il capo II « Raccolta , coltivazione e commercializzazione dei tartufi freschi e conservati » del titolo VIII « Disposizioni sulla raccolta , coltivazione e commercializzazione di funghi epigei e ipogei ( tartufi ) » della legge regionale 5 dicembre 2008 , n  31 « Testo unico delle leggi regionali in materia di agricoltura , foreste , pesca e sviluppo rurale » e s m i;0
1034;Visto , in particolare , l’ articolo 124 della citata l r;0
1035;31/2008 , ai sensi del quale :;0
1036;• I titolari e conduttori , singoli o associati o consorziati ( ai sensi dell’ articolo 4 della legge 752/1985 ) , di terreni a vocazione tartufigena possono richiedere alle province , agli enti gestori dei parchi regionali e alle comunità montane il riconoscimento di tartufaie controllate o coltivate esistenti su fondi in loro possesso;0
1037;ticolo 119 , può , previa istruttoria tecnica degli gli enti di cui sopra , provvedere al riconoscimento delle tartufaie controllate e coltivate;0
1038;Richiamata la d g r   n  VII /7310 dell’ 11 dicembre 2011 , di approvazione della Carta delle vocazioni e potenzialità tartufigene relative all’ intero territorio regionale;0
1039;Preso atto che l’ ambito interessato dalla richiesta del Consorzio riguarda superfici del Comune di Varzi ( PV ) , già riconosciute , con riferimento ai singoli mappali , come tartufaia controllata dai seguenti decreti : −− n  13034 dell’ 1 agosto 2003 , con decorrenza dall’ 1 agosto 2003 al 31 luglio 2008;0
1040;−− n  7561 del 22 luglio 2009 , con decorrenza dal 22 luglio 2009 al 22 luglio 2012;0
1041;Preso atto del parere positivo espresso nella seduta del 21 dicembre 2012 dal Collegio degli esperti , di cui all’ art  119 della l r;0
1042;31/2008 , istituito con decreto n  17460 del 25 ottobre 1990 ed aggiornato con decreto n  11064 del 29 novembre 2012;0
1043;Ritenuto di accogliere la richiesta formulata dal Consorzio agro - silvo - pastorale Reganzo , pervenuta per il tramite della Comunità Montana dell’ Oltrepò Pavese e , pertanto , di riconoscere la tartufaia controllata e di concedere la raccolta riservata dei corpi fruttiferi , nel rispetto del regolamento adottato dall’ assemblea generale dei soci del Consorzio agro - silvo - pastorale Reganzo , con sede in località Chiesa di Bognassi n  1 , comune di Varzi ( PV );0
1044;Dato atto che la concessione è subordinata all’ effettiva tabellazione delle aree e all’ esecuzione delle opere di miglioria indicate all’ art  124 della l r;0
1045;31/2008;0
1046;Viste la legge 7 agosto 1990 , n  241 e s m i;0
1047;« Nuove norme in materia di procedimento amministrativo e di diritto di accesso ai documenti amministrativi » e la legge regionale 1 febbraio 2012 , n  1 « Riordino normativo in materia di procedimento amministrativo , diritto di accesso ai documenti amministrativi , semplificazione amministrativa , potere sostitutivo e potestà sanzionatoria »;0
1048;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge;0
1049;Visti la l r;0
1050;20/2008 e i Provvedimenti Organizzativi della IX Legislatura;0
1051;DECRETA recepite le premesse : 1   di riconoscere , quale tartufaia controllata , le superfici già indicate dai decreti n  13034 dell’ 1 agosto 2003 e n  7561 del 22 luglio 2009 , appartenenti al Comune di Varzi ( PV );0
1052;2   di concedere la raccolta riservata dei corpi fruttiferi nel rispetto del regolamento adottato dall’ assemblea generale dei soci del Consorzio agro - silvo - pastorale Reganzo , con sede il località Chiesa di Bognassi , comune di Varzi ( PV );0
1053;3   di stabilire in cinque anni , decorrenti dalla data di adozione del presente decreto , la data di scadenza della concessione;0
1054;4   di subordinare la concessione all’ effettiva tabellazione delle aree e all’ esecuzione delle opere di miglioria indicate all’ art  124 della l r;0
1055;31/2008;0
1056;5   di disporre che il Consorzio agro - silvo - pastorale Reganzo dovrà comunicare alla Struttura Foreste della D g;0
1057;Sistemi Verdi e Paesaggio , entro e non oltre il 31 marzo di ogni anno , pena la decadenza dalla concessione , ai sensi dell’ art  124 , comma 9 , della l r;0
1058;31/2008 : −− l’ elenco , distinto per tipologia , dei nominativi dei soggetti ai quali è stato rilasciato , nella precedente stagione , il permesso di raccolta;0
1059;−− l’ importo introitato a seguito del rilascio dei permessi di raccolta;0
1060;−− la quantità stimata in peso ( kg ) dei Tuber raccolti , suddivisi per le diverse specie ritrovate;0
1061;−− l’ indicazione cartografica delle aree maggiormente produttive , con la stima della quantità ( kg ) estratte per ettaro;0
1062;−− le opere di miglioria realizzate;0
1063;6   di disporre la pubblicazione del presente decreto sul Bollettino Ufficiale della Regione Lombardia e sul sito web della D g;0
1064;Sistemi Verdi e Paesaggio ( http://www sistemiverdi regione lombardia it );0
1065;Bollettino Ufficiale;0
1066;Serie Ordinaria n  5 - Giovedì 31 gennaio 2013;0
1067;D G  Famiglia , conciliazione , integrazione e solidarietà sociale D d g;0
1068;25 gennaio 2013 - n  467 Voltura dell’ accreditamento per la seguente unità di offerta socio sanitaria : comunità terapeutica denominata “ Centro accoglienza padri Somaschi ” con sede in Tavernerio ( CO ) , via Montegrappa n  1 da : P L O C R S  - Provincia Lombarda dell’ ordine dei chierici regolari Somaschi con sede legale in Milano , piazza XXV aprile n  2 , C F  03145110155 , al nuovo gestore : Fondazione Somaschi Onlus con sede legale in Milano , piazza XXV aprile n  2 , C F  97597340153 ed iscrizione nell’ apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , CONCILIAZIONE , INTEGRAZIONE E SOLIDARIETA ’ SOCIALE Vista la d g r   del 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1069;Vista altresì la d g r   del 26 ottobre 2011 n  4334 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2013 »;0
1070;Dato atto che il Legale Rappresentante del nuovo Ente Gestore subentrante , indicato in oggetto , con richiesta protocollata in data 27 novembre 2012 prot   n  G1 2012 0015380 , sottoscritta anche dal Legale Rappresentante dell’ Ente Gestore uscente , ha richiesto la voltura dell’ accreditamento per l’ unità d’ offerta « Centro di Accoglienza Padri Somaschi » di Tavernerio , già accreditata con d g r   n  9320 del 22 aprile 2009 ed a contratto per n  21 posti di Servizio terapeutico riabilitativo;0
1071;Atteso che :;0
1072;• che la gestione è esercitata a titolo di donazione di ramo d’ azienda ,;0
1073;• che per la realizzazione dell’ immobile sede dell’ attività non sono stati impiegati finanziamenti statali o regionali;0
1074;Ritenuto :;0
1075;tratto sottoscritto con l’ ASL di Como , che dovrà comunque essere modificato in relazione alla variazione del soggetto gestore , e che dovrà poi essere trasmesso alla Direzione Generale Famiglia e Solidarietà Sociale;0
1076;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge;0
1077;Viste la l r;0
1078;7 luglio 2008 , n  20 e le dd g r   che dispongono l’ assetto organizzativo della Giunta regionale per la IX legislatura;0
1079;Visto il decreto del 27 aprile 2011 n  3716 , del Direttore Generale della Direzione Famiglia , Conciliazione , Integrazione e Solidarietà Sociale , con il quale si delega la dott sa Paola Palmieri , responsabile della U O;0
1080;« Sistemi di Welfare » alla firma dei decreti di voltura degli accreditamenti;0
1081;2   di procedere all’ iscrizione della voltura nell’ apposito registro regionale;0
1082;3   di stabilire che il nuovo soggetto gestore subentra nel contratto sottoscritto con l’ ASL di Como , che dovrà comunque essere modificato in relazione alla variazione del soggetto gestore , e che dovrà poi essere trasmesso alla Direzione Generale Famiglia e Solidarietà Sociale;0
1083;4   di disporre la pubblicazione del presente decreto sul BURL della Regione Lombardia e la comunicazione all’ ente gestore interessato , nonché alla ASL di Como;0
1084;Bollettino Ufficiale;0
1085;Serie Ordinaria n  6 - Giovedì 06 febbraio 2014 sione dell’ attività e richiedere , ove necessario , una modifica del riconoscimento medesimo;0
1086;3   di disporre la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e di trasmettere copia all’ ente gestore interessato , e alla ASL territorialmente competente;0
